"id","name","province_id","ubigeo_reniec","ubigeo_inei","created_at","updated_at"
"1","CHACHAPOYAS","101","010101","010101",,
"2","ASUNCION","101","010102","010102",,
"3","BALSAS","101","010103","010103",,
"4","CHETO","101","010104","010104",,
"5","CHILIQUIN","101","010105","010105",,
"6","CHUQUIBAMBA","101","010106","010106",,
"7","GRANADA","101","010107","010107",,
"8","HUANCAS","101","010108","010108",,
"9","LA JALCA","101","010109","010109",,
"10","LEIMEBAMBA","101","010110","010110",,
"11","LEVANTO","101","010111","010111",,
"12","MAGDALENA","101","010112","010112",,
"13","MARISCAL CASTILLA","101","010113","010113",,
"14","MOLINOPAMPA","101","010114","010114",,
"15","MONTEVIDEO","101","010115","010115",,
"16","OLLEROS","101","010116","010116",,
"17","QUINJALCA","101","010117","010117",,
"18","SAN FRANCISCO DE DAGUAS","101","010118","010118",,
"19","SAN ISIDRO DE MAINO","101","010119","010119",,
"20","SOLOCO","101","010120","010120",,
"21","SONCHE","101","010121","010121",,
"22","BAGUA","102","010205","010201",,
"23","ARAMANGO","102","010202","010202",,
"24","COPALLIN","102","010203","010203",,
"25","EL PARCO","102","010204","010204",,
"26","IMAZA","102","010206","010205",,
"27","LA PECA","102","010201","010206",,
"28","JUMBILLA","103","010301","010301",,
"29","CHISQUILLA","103","010304","010302",,
"30","CHURUJA","103","010305","010303",,
"31","COROSHA","103","010302","010304",,
"32","CUISPES","103","010303","010305",,
"33","FLORIDA","103","010306","010306",,
"34","JAZAN","103","010312","010307",,
"35","RECTA","103","010307","010308",,
"36","SAN CARLOS","103","010308","010309",,
"37","SHIPASBAMBA","103","010309","010310",,
"38","VALERA","103","010310","010311",,
"39","YAMBRASBAMBA","103","010311","010312",,
"40","NIEVA","104","010601","010401",,
"41","EL CENEPA","104","010603","010402",,
"42","RIO SANTIAGO","104","010602","010403",,
"43","LAMUD","105","010401","010501",,
"44","CAMPORREDONDO","105","010402","010502",,
"45","COCABAMBA","105","010403","010503",,
"46","COLCAMAR","105","010404","010504",,
"47","CONILA","105","010405","010505",,
"48","INGUILPATA","105","010406","010506",,
"49","LONGUITA","105","010407","010507",,
"50","LONYA CHICO","105","010408","010508",,
"51","LUYA","105","010409","010509",,
"52","LUYA VIEJO","105","010410","010510",,
"53","MARIA","105","010411","010511",,
"54","OCALLI","105","010412","010512",,
"55","OCUMAL","105","010413","010513",,
"56","PISUQUIA","105","010414","010514",,
"57","PROVIDENCIA","105","010423","010515",,
"58","SAN CRISTOBAL","105","010415","010516",,
"59","SAN FRANCISCO DEL YESO","105","010416","010517",,
"60","SAN JERONIMO","105","010417","010518",,
"61","SAN JUAN DE LOPECANCHA","105","010418","010519",,
"62","SANTA CATALINA","105","010419","010520",,
"63","SANTO TOMAS","105","010420","010521",,
"64","TINGO","105","010421","010522",,
"65","TRITA","105","010422","010523",,
"66","SAN NICOLAS","106","010501","010601",,
"67","CHIRIMOTO","106","010503","010602",,
"68","COCHAMAL","106","010502","010603",,
"69","HUAMBO","106","010504","010604",,
"70","LIMABAMBA","106","010505","010605",,
"71","LONGAR","106","010506","010606",,
"72","MARISCAL BENAVIDES","106","010508","010607",,
"73","MILPUC","106","010507","010608",,
"74","OMIA","106","010509","010609",,
"75","SANTA ROSA","106","010510","010610",,
"76","TOTORA","106","010511","010611",,
"77","VISTA ALEGRE","106","010512","010612",,
"78","BAGUA GRANDE","107","010701","010701",,
"79","CAJARURO","107","010702","010702",,
"80","CUMBA","107","010703","010703",,
"81","EL MILAGRO","107","010704","010704",,
"82","JAMALCA","107","010705","010705",,
"83","LONYA GRANDE","107","010706","010706",,
"84","YAMON","107","010707","010707",,
"85","HUARAZ","201","020101","020101",,
"86","COCHABAMBA","201","020103","020102",,
"87","COLCABAMBA","201","020104","020103",,
"88","HUANCHAY","201","020105","020104",,
"89","INDEPENDENCIA","201","020102","020105",,
"90","JANGAS","201","020106","020106",,
"91","LA LIBERTAD","201","020107","020107",,
"92","OLLEROS","201","020108","020108",,
"93","PAMPAS","201","020109","020109",,
"94","PARIACOTO","201","020110","020110",,
"95","PIRA","201","020111","020111",,
"96","TARICA","201","020112","020112",,
"97","AIJA","202","020201","020201",,
"98","CORIS","202","020203","020202",,
"99","HUACLLAN","202","020205","020203",,
"100","LA MERCED","202","020206","020204",,
"101","SUCCHA","202","020208","020205",,
"102","LLAMELLIN","203","021601","020301",,
"103","ACZO","203","021602","020302",,
"104","CHACCHO","203","021603","020303",,
"105","CHINGAS","203","021604","020304",,
"106","MIRGAS","203","021605","020305",,
"107","SAN JUAN DE RONTOY","203","021606","020306",,
"108","CHACAS","204","021801","020401",,
"109","ACOCHACA","204","021802","020402",,
"110","CHIQUIAN","205","020301","020501",,
"111","ABELARDO PARDO LEZAMETA","205","020302","020502",,
"112","ANTONIO RAYMONDI","205","020321","020503",,
"113","AQUIA","205","020304","020504",,
"114","CAJACAY","205","020305","020505",,
"115","CANIS","205","020322","020506",,
"116","COLQUIOC","205","020323","020507",,
"117","HUALLANCA","205","020325","020508",,
"118","HUASTA","205","020311","020509",,
"119","HUAYLLACAYAN","205","020310","020510",,
"120","LA PRIMAVERA","205","020324","020511",,
"121","MANGAS","205","020313","020512",,
"122","PACLLON","205","020315","020513",,
"123","SAN MIGUEL DE CORPANQUI","205","020317","020514",,
"124","TICLLOS","205","020320","020515",,
"125","CARHUAZ","206","020401","020601",,
"126","ACOPAMPA","206","020402","020602",,
"127","AMASHCA","206","020403","020603",,
"128","ANTA","206","020404","020604",,
"129","ATAQUERO","206","020405","020605",,
"130","MARCARA","206","020406","020606",,
"131","PARIAHUANCA","206","020407","020607",,
"132","SAN MIGUEL DE ACO","206","020408","020608",,
"133","SHILLA","206","020409","020609",,
"134","TINCO","206","020410","020610",,
"135","YUNGAR","206","020411","020611",,
"136","SAN LUIS","207","021701","020701",,
"137","SAN NICOLAS","207","021703","020702",,
"138","YAUYA","207","021702","020703",,
"139","CASMA","208","020501","020801",,
"140","BUENA VISTA ALTA","208","020502","020802",,
"141","COMANDANTE NOEL","208","020503","020803",,
"142","YAUTAN","208","020505","020804",,
"143","CORONGO","209","020601","020901",,
"144","ACO","209","020602","020902",,
"145","BAMBAS","209","020603","020903",,
"146","CUSCA","209","020604","020904",,
"147","LA PAMPA","209","020605","020905",,
"148","YANAC","209","020606","020906",,
"149","YUPAN","209","020607","020907",,
"150","HUARI","210","020801","021001",,
"151","ANRA","210","020816","021002",,
"152","CAJAY","210","020802","021003",,
"153","CHAVIN DE HUANTAR","210","020803","021004",,
"154","HUACACHI","210","020804","021005",,
"155","HUACCHIS","210","020806","021006",,
"156","HUACHIS","210","020805","021007",,
"157","HUANTAR","210","020807","021008",,
"158","MASIN","210","020808","021009",,
"159","PAUCAS","210","020809","021010",,
"160","PONTO","210","020810","021011",,
"161","RAHUAPAMPA","210","020811","021012",,
"162","RAPAYAN","210","020812","021013",,
"163","SAN MARCOS","210","020813","021014",,
"164","SAN PEDRO DE CHANA","210","020814","021015",,
"165","UCO","210","020815","021016",,
"166","HUARMEY","211","021901","021101",,
"167","COCHAPETI","211","021902","021102",,
"168","CULEBRAS","211","021905","021103",,
"169","HUAYAN","211","021903","021104",,
"170","MALVAS","211","021904","021105",,
"171","CARAZ","212","020701","021201",,
"172","HUALLANCA","212","020702","021202",,
"173","HUATA","212","020703","021203",,
"174","HUAYLAS","212","020704","021204",,
"175","MATO","212","020705","021205",,
"176","PAMPAROMAS","212","020706","021206",,
"177","PUEBLO LIBRE","212","020707","021207",,
"178","SANTA CRUZ","212","020708","021208",,
"179","SANTO TORIBIO","212","020710","021209",,
"180","YURACMARCA","212","020709","021210",,
"181","PISCOBAMBA","213","020901","021301",,
"182","CASCA","213","020902","021302",,
"183","ELEAZAR GUZMAN BARRON","213","020908","021303",,
"184","FIDEL OLIVAS ESCUDERO","213","020904","021304",,
"185","LLAMA","213","020905","021305",,
"186","LLUMPA","213","020906","021306",,
"187","LUCMA","213","020903","021307",,
"188","MUSGA","213","020907","021308",,
"189","OCROS","214","022007","021401",,
"190","ACAS","214","022001","021402",,
"191","CAJAMARQUILLA","214","022002","021403",,
"192","CARHUAPAMPA","214","022003","021404",,
"193","COCHAS","214","022004","021405",,
"194","CONGAS","214","022005","021406",,
"195","LLIPA","214","022006","021407",,
"196","SAN CRISTOBAL DE RAJAN","214","022008","021408",,
"197","SAN PEDRO","214","022009","021409",,
"198","SANTIAGO DE CHILCAS","214","022010","021410",,
"199","CABANA","215","021001","021501",,
"200","BOLOGNESI","215","021002","021502",,
"201","CONCHUCOS","215","021003","021503",,
"202","HUACASCHUQUE","215","021004","021504",,
"203","HUANDOVAL","215","021005","021505",,
"204","LACABAMBA","215","021006","021506",,
"205","LLAPO","215","021007","021507",,
"206","PALLASCA","215","021008","021508",,
"207","PAMPAS","215","021009","021509",,
"208","SANTA ROSA","215","021010","021510",,
"209","TAUCA","215","021011","021511",,
"210","POMABAMBA","216","021101","021601",,
"211","HUAYLLAN","216","021102","021602",,
"212","PAROBAMBA","216","021103","021603",,
"213","QUINUABAMBA","216","021104","021604",,
"214","RECUAY","217","021201","021701",,
"215","CATAC","217","021210","021702",,
"216","COTAPARACO","217","021202","021703",,
"217","HUAYLLAPAMPA","217","021203","021704",,
"218","LLACLLIN","217","021209","021705",,
"219","MARCA","217","021204","021706",,
"220","PAMPAS CHICO","217","021205","021707",,
"221","PARARIN","217","021206","021708",,
"222","TAPACOCHA","217","021207","021709",,
"223","TICAPAMPA","217","021208","021710",,
"224","CHIMBOTE","218","021301","021801",,
"225","CACERES DEL PERU","218","021302","021802",,
"226","COISHCO","218","021308","021803",,
"227","MACATE","218","021303","021804",,
"228","MORO","218","021304","021805",,
"229","NEPEÑA","218","021305","021806",,
"230","SAMANCO","218","021306","021807",,
"231","SANTA","218","021307","021808",,
"232","NUEVO CHIMBOTE","218","021309","021809",,
"233","SIHUAS","219","021401","021901",,
"234","ACOBAMBA","219","021407","021902",,
"235","ALFONSO UGARTE","219","021402","021903",,
"236","CASHAPAMPA","219","021408","021904",,
"237","CHINGALPO","219","021403","021905",,
"238","HUAYLLABAMBA","219","021404","021906",,
"239","QUICHES","219","021405","021907",,
"240","RAGASH","219","021409","021908",,
"241","SAN JUAN","219","021410","021909",,
"242","SICSIBAMBA","219","021406","021910",,
"243","YUNGAY","220","021501","022001",,
"244","CASCAPARA","220","021502","022002",,
"245","MANCOS","220","021503","022003",,
"246","MATACOTO","220","021504","022004",,
"247","QUILLO","220","021505","022005",,
"248","RANRAHIRCA","220","021506","022006",,
"249","SHUPLUY","220","021507","022007",,
"250","YANAMA","220","021508","022008",,
"251","ABANCAY","301","030101","030101",,
"252","CHACOCHE","301","030104","030102",,
"253","CIRCA","301","030102","030103",,
"254","CURAHUASI","301","030103","030104",,
"255","HUANIPACA","301","030105","030105",,
"256","LAMBRAMA","301","030106","030106",,
"257","PICHIRHUA","301","030107","030107",,
"258","SAN PEDRO DE CACHORA","301","030108","030108",,
"259","TAMBURCO","301","030109","030109",,
"260","ANDAHUAYLAS","302","030301","030201",,
"261","ANDARAPA","302","030302","030202",,
"262","CHIARA","302","030303","030203",,
"263","HUANCARAMA","302","030304","030204",,
"264","HUANCARAY","302","030305","030205",,
"265","HUAYANA","302","030317","030206",,
"266","KISHUARA","302","030306","030207",,
"267","PACOBAMBA","302","030307","030208",,
"268","PACUCHA","302","030313","030209",,
"269","PAMPACHIRI","302","030308","030210",,
"270","POMACOCHA","302","030314","030211",,
"271","SAN ANTONIO DE CACHI","302","030309","030212",,
"272","SAN JERONIMO","302","030310","030213",,
"273","SAN MIGUEL DE CHACCRAMPA","302","030318","030214",,
"274","SANTA MARIA DE CHICMO","302","030315","030215",,
"275","TALAVERA","302","030311","030216",,
"276","TUMAY HUARACA","302","030316","030217",,
"277","TURPO","302","030312","030218",,
"278","KAQUIABAMBA","302","030319","030219",,
"279","JOSE MARIA ARGUEDAS","302","030320","030220",,
"280","ANTABAMBA","303","030401","030301",,
"281","EL ORO","303","030402","030302",,
"282","HUAQUIRCA","303","030403","030303",,
"283","JUAN ESPINOZA MEDRANO","303","030404","030304",,
"284","OROPESA","303","030405","030305",,
"285","PACHACONAS","303","030406","030306",,
"286","SABAINO","303","030407","030307",,
"287","CHALHUANCA","304","030201","030401",,
"288","CAPAYA","304","030202","030402",,
"289","CARAYBAMBA","304","030203","030403",,
"290","CHAPIMARCA","304","030206","030404",,
"291","COLCABAMBA","304","030204","030405",,
"292","COTARUSE","304","030205","030406",,
"293","HUAYLLO","304","030207","030407",,
"294","JUSTO APU SAHUARAURA","304","030217","030408",,
"295","LUCRE","304","030208","030409",,
"296","POCOHUANCA","304","030209","030410",,
"297","SAN JUAN DE CHACÑA","304","030216","030411",,
"298","SAÑAYCA","304","030210","030412",,
"299","SORAYA","304","030211","030413",,
"300","TAPAIRIHUA","304","030212","030414",,
"301","TINTAY","304","030213","030415",,
"302","TORAYA","304","030214","030416",,
"303","YANACA","304","030215","030417",,
"304","TAMBOBAMBA","305","030501","030501",,
"305","COTABAMBAS","305","030503","030502",,
"306","COYLLURQUI","305","030502","030503",,
"307","HAQUIRA","305","030504","030504",,
"308","MARA","305","030505","030505",,
"309","CHALLHUAHUACHO","305","030506","030506",,
"310","CHINCHEROS","306","030701","030601",,
"311","ANCO-HUALLO","306","030705","030602",,
"312","COCHARCAS","306","030704","030603",,
"313","HUACCANA","306","030706","030604",,
"314","OCOBAMBA","306","030703","030605",,
"315","ONGOY","306","030702","030606",,
"316","URANMARCA","306","030707","030607",,
"317","RANRACANCHA","306","030708","030608",,
"318","ROCCHACC","306","030709","030609",,
"319","EL PORVENIR","306","030710","030610",,
"320","LOS CHANKAS","306","030711","030611",,
"321","CHUQUIBAMBILLA","307","030601","030701",,
"322","CURPAHUASI","307","030602","030702",,
"323","GAMARRA","307","030605","030703",,
"324","HUAYLLATI","307","030603","030704",,
"325","MAMARA","307","030604","030705",,
"326","MICAELA BASTIDAS","307","030606","030706",,
"327","PATAYPAMPA","307","030608","030707",,
"328","PROGRESO","307","030607","030708",,
"329","SAN ANTONIO","307","030609","030709",,
"330","SANTA ROSA","307","030613","030710",,
"331","TURPAY","307","030610","030711",,
"332","VILCABAMBA","307","030611","030712",,
"333","VIRUNDO","307","030612","030713",,
"334","CURASCO","307","030614","030714",,
"335","AREQUIPA","401","040101","040101",,
"336","ALTO SELVA ALEGRE","401","040128","040102",,
"337","CAYMA","401","040102","040103",,
"338","CERRO COLORADO","401","040103","040104",,
"339","CHARACATO","401","040104","040105",,
"340","CHIGUATA","401","040105","040106",,
"341","JACOBO HUNTER","401","040127","040107",,
"342","LA JOYA","401","040106","040108",,
"343","MARIANO MELGAR","401","040126","040109",,
"344","MIRAFLORES","401","040107","040110",,
"345","MOLLEBAYA","401","040108","040111",,
"346","PAUCARPATA","401","040109","040112",,
"347","POCSI","401","040110","040113",,
"348","POLOBAYA","401","040111","040114",,
"349","QUEQUEÑA","401","040112","040115",,
"350","SABANDIA","401","040113","040116",,
"351","SACHACA","401","040114","040117",,
"352","SAN JUAN DE SIGUAS","401","040115","040118",,
"353","SAN JUAN DE TARUCANI","401","040116","040119",,
"354","SANTA ISABEL DE SIGUAS","401","040117","040120",,
"355","SANTA RITA DE SIGUAS","401","040118","040121",,
"356","SOCABAYA","401","040119","040122",,
"357","TIABAYA","401","040120","040123",,
"358","UCHUMAYO","401","040121","040124",,
"359","VITOR","401","040122","040125",,
"360","YANAHUARA","401","040123","040126",,
"361","YARABAMBA","401","040124","040127",,
"362","YURA","401","040125","040128",,
"363","JOSE LUIS BUSTAMANTE Y RIVERO","401","040129","040129",,
"364","CAMANA","402","040301","040201",,
"365","JOSE MARIA QUIMPER","402","040302","040202",,
"366","MARIANO NICOLAS VALCARCEL","402","040303","040203",,
"367","MARISCAL CACERES","402","040304","040204",,
"368","NICOLAS DE PIEROLA","402","040305","040205",,
"369","OCOÑA","402","040306","040206",,
"370","QUILCA","402","040307","040207",,
"371","SAMUEL PASTOR","402","040308","040208",,
"372","CARAVELI","403","040401","040301",,
"373","ACARI","403","040402","040302",,
"374","ATICO","403","040403","040303",,
"375","ATIQUIPA","403","040404","040304",,
"376","BELLA UNION","403","040405","040305",,
"377","CAHUACHO","403","040406","040306",,
"378","CHALA","403","040407","040307",,
"379","CHAPARRA","403","040408","040308",,
"380","HUANUHUANU","403","040409","040309",,
"381","JAQUI","403","040410","040310",,
"382","LOMAS","403","040411","040311",,
"383","QUICACHA","403","040412","040312",,
"384","YAUCA","403","040413","040313",,
"385","APLAO","404","040501","040401",,
"386","ANDAGUA","404","040502","040402",,
"387","AYO","404","040503","040403",,
"388","CHACHAS","404","040504","040404",,
"389","CHILCAYMARCA","404","040505","040405",,
"390","CHOCO","404","040506","040406",,
"391","HUANCARQUI","404","040507","040407",,
"392","MACHAGUAY","404","040508","040408",,
"393","ORCOPAMPA","404","040509","040409",,
"394","PAMPACOLCA","404","040510","040410",,
"395","TIPAN","404","040511","040411",,
"396","UÑON","404","040513","040412",,
"397","URACA","404","040512","040413",,
"398","VIRACO","404","040514","040414",,
"399","CHIVAY","405","040201","040501",,
"400","ACHOMA","405","040202","040502",,
"401","CABANACONDE","405","040203","040503",,
"402","CALLALLI","405","040205","040504",,
"403","CAYLLOMA","405","040204","040505",,
"404","COPORAQUE","405","040206","040506",,
"405","HUAMBO","405","040207","040507",,
"406","HUANCA","405","040208","040508",,
"407","ICHUPAMPA","405","040209","040509",,
"408","LARI","405","040210","040510",,
"409","LLUTA","405","040211","040511",,
"410","MACA","405","040212","040512",,
"411","MADRIGAL","405","040213","040513",,
"412","SAN ANTONIO DE CHUCA","405","040214","040514",,
"413","SIBAYO","405","040215","040515",,
"414","TAPAY","405","040216","040516",,
"415","TISCO","405","040217","040517",,
"416","TUTI","405","040218","040518",,
"417","YANQUE","405","040219","040519",,
"418","MAJES","405","040220","040520",,
"419","CHUQUIBAMBA","406","040601","040601",,
"420","ANDARAY","406","040602","040602",,
"421","CAYARANI","406","040603","040603",,
"422","CHICHAS","406","040604","040604",,
"423","IRAY","406","040605","040605",,
"424","RIO GRANDE","406","040608","040606",,
"425","SALAMANCA","406","040606","040607",,
"426","YANAQUIHUA","406","040607","040608",,
"427","MOLLENDO","407","040701","040701",,
"428","COCACHACRA","407","040702","040702",,
"429","DEAN VALDIVIA","407","040703","040703",,
"430","ISLAY","407","040704","040704",,
"431","MEJIA","407","040705","040705",,
"432","PUNTA DE BOMBON","407","040706","040706",,
"433","COTAHUASI","408","040801","040801",,
"434","ALCA","408","040802","040802",,
"435","CHARCANA","408","040803","040803",,
"436","HUAYNACOTAS","408","040804","040804",,
"437","PAMPAMARCA","408","040805","040805",,
"438","PUYCA","408","040806","040806",,
"439","QUECHUALLA","408","040807","040807",,
"440","SAYLA","408","040808","040808",,
"441","TAURIA","408","040809","040809",,
"442","TOMEPAMPA","408","040810","040810",,
"443","TORO","408","040811","040811",,
"444","AYACUCHO","501","050101","050101",,
"445","ACOCRO","501","050111","050102",,
"446","ACOS VINCHOS","501","050102","050103",,
"447","CARMEN ALTO","501","050103","050104",,
"448","CHIARA","501","050104","050105",,
"449","OCROS","501","050113","050106",,
"450","PACAYCASA","501","050114","050107",,
"451","QUINUA","501","050105","050108",,
"452","SAN JOSE DE TICLLAS","501","050106","050109",,
"453","SAN JUAN BAUTISTA","501","050107","050110",,
"454","SANTIAGO DE PISCHA","501","050108","050111",,
"455","SOCOS","501","050112","050112",,
"456","TAMBILLO","501","050110","050113",,
"457","VINCHOS","501","050109","050114",,
"458","JESUS NAZARENO","501","050115","050115",,
"459","ANDRES AVELINO CACERES DORREGARAY","501","050116","050116",,
"460","CANGALLO","502","050201","050201",,
"461","CHUSCHI","502","050204","050202",,
"462","LOS MOROCHUCOS","502","050206","050203",,
"463","MARIA PARADO DE BELLIDO","502","050211","050204",,
"464","PARAS","502","050207","050205",,
"465","TOTOS","502","050208","050206",,
"466","SANCOS","503","050801","050301",,
"467","CARAPO","503","050804","050302",,
"468","SACSAMARCA","503","050802","050303",,
"469","SANTIAGO DE LUCANAMARCA","503","050803","050304",,
"470","HUANTA","504","050301","050401",,
"471","AYAHUANCO","504","050302","050402",,
"472","HUAMANGUILLA","504","050303","050403",,
"473","IGUAIN","504","050304","050404",,
"474","LURICOCHA","504","050305","050405",,
"475","SANTILLANA","504","050307","050406",,
"476","SIVIA","504","050308","050407",,
"477","LLOCHEGUA","504","050309","050408",,
"478","CANAYRE","504","050310","050409",,
"479","UCHURACCAY","504","050311","050410",,
"480","PUCACOLPA","504","050312","050411",,
"481","CHACA","504","050313","050412",,
"482","SAN MIGUEL","505","050401","050501",,
"483","ANCO","505","050402","050502",,
"484","AYNA","505","050403","050503",,
"485","CHILCAS","505","050404","050504",,
"486","CHUNGUI","505","050405","050505",,
"487","LUIS CARRANZA","505","050407","050506",,
